student_id,topic,score,confidence,fatigue,engagement,time_spent,attempts,name,archetype,year,branch
6,databases,0.856,0.7529,0.2860999999999999,0.7591,54.85999999999999,1.6666666666666667,Kelly Parker,strong,1,IT
6,linear_algebra,0.8044666666666668,0.6478333333333334,0.2213666666666666,0.7859333333333334,50.98333333333333,2.0,Erin Chan,strong,3,IT
6,networking,0.75,0.8925666666666667,0.2828666666666666,0.6735000000000001,50.30666666666667,2.0,Thomas George,strong,4,ECE
6,os_concepts,0.7632,0.7709,0.2194666666666666,0.7549666666666667,50.223333333333336,1.6666666666666667,Lisa Williams,strong,2,ECE
6,probability,0.8220000000000001,0.7145333333333334,0.1623333333333333,0.8213333333333334,41.27333333333333,2.333333333333333,Sarah Norris,strong,4,ECE
6,python_basics,0.8488666666666668,0.8133666666666667,0.2833,0.7073,48.09666666666666,2.6666666666666665,Nicholas Dean,strong,1,IT
7,ai_ml,0.5033333333333333,0.5784,0.4616666666666666,0.5169666666666667,41.406666666666666,3.0,Brianna Flores,average,2,IT
7,data_structures,0.6077333333333333,0.5684,0.3689,0.5836666666666667,59.973333333333336,2.0,Mary Hill,average,2,IT
7,databases,0.5953333333333334,0.6915666666666667,0.4166666666666667,0.5789666666666666,55.11666666666667,2.6666666666666665,Joshua Pacheco,average,3,EEE
7,linear_algebra,0.5477333333333333,0.5179333333333334,0.3630333333333333,0.6502,64.55333333333334,3.333333333333333,Hannah Porter,average,3,IT
7,networking,0.6826333333333333,0.4817333333333333,0.3959999999999999,0.6087333333333333,55.656666666666666,2.6666666666666665,Rebecca Schmidt,average,3,ECE
7,os_concepts,0.5701333333333333,0.5149666666666667,0.4614333333333333,0.5287666666666667,48.13,2.0,Jeremiah Kennedy,average,4,CSE
7,probability,0.6593666666666667,0.6434000000000001,0.4444999999999999,0.5971333333333333,61.336666666666666,2.0,Steven Farmer,average,1,IT
7,python_basics,0.5703,0.6143333333333333,0.4193,0.6427,55.23333333333333,2.333333333333333,Sara Hall,average,2,CSE
8,ai_ml,0.5763666666666666,0.5480666666666667,0.4050666666666667,0.6249333333333333,54.77,2.0,Jacqueline Petersen,average,2,ECE
8,data_structures,0.6671333333333335,0.4871,0.3344666666666667,0.6476999999999999,52.60333333333333,2.333333333333333,Kendra Short,average,4,IT
8,databases,0.6733666666666666,0.5341,0.4826999999999999,0.4597666666666666,56.91333333333333,3.0,Michael Hall,average,1,ECE
8,linear_algebra,0.7323,0.5196333333333333,0.4214,0.6095,61.96,2.0,David Johnson,average,3,CSE
8,networking,0.5344666666666666,0.58,0.4878,0.4797333333333333,52.42,2.0,Jorge Guerrero,average,3,EEE
8,os_concepts,0.7191000000000001,0.5209333333333334,0.4718333333333333,0.5335666666666666,60.69,2.6666666666666665,Michael Green II,average,3,IT
8,probability,0.6264666666666666,0.6104666666666666,0.4604999999999999,0.5410666666666667,51.123333333333335,1.3333333333333333,Danielle Foley,average,1,CSE
8,python_basics,0.5670333333333334,0.6317666666666667,0.4563333333333333,0.5155333333333333,59.32,2.0,Cynthia Brown,average,1,EEE
9,ai_ml,0.5574,0.4815333333333333,0.4175,0.6502,53.120000000000005,3.333333333333333,Cynthia Conrad,average,4,EEE
9,data_structures,0.5098,0.6292333333333333,0.3038,0.7513,50.52666666666667,2.6666666666666665,Jesse Oliver,average,2,EEE
9,databases,0.6352,0.4239666666666666,0.4451666666666667,0.5553333333333333,43.41333333333333,2.333333333333333,Lori Howe,average,1,EEE
9,linear_algebra,0.6546,0.5764,0.4175666666666666,0.6468666666666666,46.96333333333333,2.6666666666666665,Michael Hayes,average,3,EEE
9,networking,0.5917666666666667,0.5784333333333334,0.3430666666666666,0.6768333333333333,52.120000000000005,2.0,Robert Strickland,average,4,EEE
9,os_concepts,0.5741999999999999,0.5118666666666667,0.4338666666666667,0.5737666666666666,65.44666666666667,2.333333333333333,Suzanne Smith,average,2,CSE
9,probability,0.5993666666666667,0.5037333333333334,0.3374999999999999,0.6587333333333333,47.82333333333333,2.6666666666666665,Anna Stevenson,average,2,CSE
9,python_basics,0.5632666666666667,0.5181,0.4069,0.5891000000000001,52.64000000000001,2.6666666666666665,Cynthia Kennedy,average,3,IT
10,ai_ml,0.7568666666666667,0.6972666666666667,0.2938333333333333,0.7419333333333333,45.74666666666667,2.0,Alicia Bell,strong,4,CSE
10,data_structures,0.7268,0.6705666666666666,0.2586333333333333,0.7544333333333334,48.403333333333336,1.6666666666666667,Danielle Hill,strong,2,CSE
10,databases,0.9305,0.7847333333333334,0.204,0.7954666666666667,47.38666666666666,1.3333333333333333,Jeffery Andrews,strong,4,EEE
10,linear_algebra,0.8409999999999999,0.7309666666666667,0.2759666666666667,0.7280333333333333,50.68000000000001,2.333333333333333,Billy Garcia,strong,2,ECE
10,networking,0.7549,0.7222333333333334,0.2171,0.7904666666666667,61.26,2.0,Dr. Mark Wang MD,strong,4,CSE
10,os_concepts,0.8593666666666667,0.7522666666666668,0.2687333333333333,0.8008000000000001,46.38666666666666,2.333333333333333,Edward Reed,strong,4,IT
10,probability,0.7509333333333333,0.7191333333333333,0.1718333333333333,0.8412333333333333,53.26666666666667,2.0,Molly Fox,strong,1,ECE
10,python_basics,0.7916333333333334,0.7558666666666666,0.177,0.8174666666666667,44.02333333333333,2.333333333333333,Joshua Moon,strong,1,IT
11,ai_ml,0.2554666666666667,0.3858666666666666,0.7507666666666667,0.2826333333333333,62.54666666666666,2.333333333333333,Melissa Sloan,weak,1,ECE
11,data_structures,0.5407000000000001,0.4303333333333333,0.6944,0.3503333333333333,53.22666666666667,2.333333333333333,Louis Graves,weak,3,EEE
11,databases,0.5126333333333334,0.2580666666666666,0.6017,0.3558,49.77333333333333,2.6666666666666665,Lisa Gates,weak,2,IT
11,linear_algebra,0.435,0.4953666666666667,0.7161666666666667,0.2332333333333333,61.17666666666667,3.0,Kimberly Durham,weak,2,CSE
11,networking,0.4049999999999999,0.2949666666666666,0.6201333333333333,0.3896,50.77333333333333,3.0,Linda Salas,weak,2,CSE
11,os_concepts,0.4407,0.3782333333333333,0.5963333333333333,0.4016333333333333,60.69,2.0,Taylor Jefferson,weak,4,CSE
11,probability,0.4962333333333333,0.3717333333333333,0.6966,0.2898,47.77333333333333,2.6666666666666665,Leslie Zimmerman,weak,2,EEE
11,python_basics,0.4232,0.3927666666666667,0.6095333333333334,0.4414,52.333333333333336,2.0,Daniel Smith,weak,3,IT
12,ai_ml,0.1828999999999999,0.2919,0.7517,0.2608,61.09333333333333,2.6666666666666665,Karen Gilbert DVM,struggling,3,EEE
12,data_structures,0.3527,0.2395333333333333,0.7510333333333333,0.2830333333333333,62.77,3.6666666666666665,Carla Johnson,struggling,4,ECE
12,databases,0.3518,0.2451666666666666,0.7698666666666667,0.2565333333333333,59.31666666666666,3.0,Anthony Wilson,struggling,2,CSE
12,linear_algebra,0.2991999999999999,0.2583333333333333,0.7711333333333332,0.2256666666666666,47.77,3.0,Cathy Carlson,struggling,4,EEE
12,networking,0.3726,0.2728333333333333,0.6700333333333334,0.3549,55.68666666666667,3.0,John Cruz,struggling,4,IT
12,os_concepts,0.3598333333333333,0.2030999999999999,0.7883333333333334,0.2838,56.13999999999999,2.6666666666666665,Tiffany Pennington,struggling,4,ECE
12,probability,0.2832333333333333,0.3214,0.7341333333333333,0.2113666666666666,61.26666666666667,3.6666666666666665,Cassandra Rogers,struggling,3,CSE
12,python_basics,0.2674,0.2790999999999999,0.7717333333333333,0.2246333333333333,64.33,3.0,Angela Jackson,struggling,1,ECE
13,ai_ml,0.4912333333333333,0.3948333333333333,0.5647333333333333,0.4101333333333333,40.38333333333333,2.0,Diana Griffin,weak,4,ECE
13,data_structures,0.3811,0.3949333333333333,0.5796,0.3847666666666666,59.4,2.6666666666666665,Christopher Fisher,weak,3,EEE
13,databases,0.4466333333333334,0.3396,0.6410666666666667,0.3885333333333333,52.95,2.6666666666666665,Jason Pearson,weak,2,ECE
13,linear_algebra,0.4625333333333333,0.3517666666666667,0.6097666666666667,0.3859999999999999,55.76000000000001,3.0,Andrea Mills,weak,3,CSE
13,networking,0.4959666666666666,0.3922333333333332,0.6864666666666667,0.2733666666666667,56.70666666666667,2.0,Regina Perez,weak,2,ECE
13,os_concepts,0.3911,0.3709666666666666,0.6327,0.3763,56.99,2.0,Emma Williams,weak,4,ECE
13,probability,0.4973333333333333,0.3495,0.7280333333333333,0.3239333333333333,45.836666666666666,2.6666666666666665,Rhonda House,weak,4,IT
13,python_basics,0.3874333333333333,0.3771666666666666,0.6873,0.3014666666666666,50.5,2.6666666666666665,Amanda Simmons,weak,1,ECE
14,ai_ml,0.5904333333333334,0.8630666666666666,0.2675666666666667,0.7247666666666666,54.77666666666667,3.0,Mr. Daniel Sparks,strong,1,IT
14,data_structures,0.7163666666666666,0.7402000000000001,0.3851,0.6159333333333333,48.32,2.0,Tracy Martinez,strong,4,CSE
14,databases,0.7902333333333332,0.7963333333333332,0.3258,0.6425,48.14666666666667,2.0,John Marsh,strong,4,EEE
14,linear_algebra,0.7127666666666667,0.7584666666666666,0.2988333333333333,0.7584333333333332,43.17333333333334,2.0,John Franklin,strong,1,ECE
14,networking,0.6578333333333334,0.7068333333333333,0.2019,0.7664,54.16333333333333,2.333333333333333,Sandra Smith,strong,2,IT
14,os_concepts,0.8114,0.7448,0.2194333333333333,0.8199666666666667,54.52666666666666,2.0,Cassandra Robbins,strong,1,IT
14,probability,0.8286666666666666,0.8158333333333334,0.2506,0.7501333333333333,45.21666666666667,1.6666666666666667,Cynthia Morales,strong,3,EEE
14,python_basics,0.6142,0.7615999999999999,0.2457333333333333,0.7850666666666667,61.196666666666665,2.333333333333333,Eric Diaz,strong,1,ECE
15,ai_ml,0.5585,0.5658,0.4042333333333333,0.6016333333333334,46.76,3.0,Kyle Allen,average,4,ECE
15,data_structures,0.6054666666666667,0.5548000000000001,0.3799666666666666,0.5954666666666667,49.14000000000001,2.6666666666666665,Dylan Cochran,average,1,IT
15,databases,0.4631,0.5315,0.4941666666666666,0.5204333333333334,53.1,2.0,Shannon Young,average,1,CSE
15,linear_algebra,0.6522666666666667,0.4231666666666667,0.3474,0.6187333333333332,59.74333333333333,3.0,Brandi Rodriguez,average,4,ECE
15,networking,0.5524,0.4828333333333334,0.3742,0.6730333333333333,52.95666666666667,2.6666666666666665,Samantha Smith,average,4,EEE
15,os_concepts,0.6224999999999999,0.6205333333333334,0.3417666666666667,0.6622,54.303333333333335,2.333333333333333,Joseph Johnson,average,1,IT
15,probability,0.6145999999999999,0.6280666666666667,0.3846666666666666,0.6119333333333333,52.63,2.0,Tyrone Rodriguez,average,4,CSE
15,python_basics,0.5947666666666667,0.5269,0.3021999999999999,0.6796000000000001,57.56,2.6666666666666665,Daniel Lowe,average,1,IT
16,ai_ml,0.1946666666666666,0.3061,0.6831999999999999,0.3165666666666666,67.11,2.6666666666666665,Andrea Young,struggling,2,ECE
16,data_structures,0.3197333333333333,0.2172666666666667,0.6980000000000001,0.3146333333333333,61.156666666666666,3.333333333333333,Destiny Walker,struggling,1,EEE
16,databases,0.3665,0.2506333333333333,0.6375,0.3855,49.02,3.0,David Carroll,struggling,3,IT
16,linear_algebra,0.2252666666666667,0.2213666666666666,0.7309666666666667,0.3306333333333333,63.696666666666665,2.6666666666666665,Amy Schultz,struggling,4,ECE
16,networking,0.3506,0.1645666666666666,0.7374666666666667,0.2783333333333334,63.89666666666667,3.6666666666666665,Sarah Kent,struggling,1,IT
16,os_concepts,0.1894333333333333,0.1884666666666666,0.8240333333333334,0.1323333333333333,59.63333333333333,3.333333333333333,Patricia Hunt,struggling,1,IT
16,probability,0.2404666666666666,0.3167333333333333,0.7636666666666666,0.2100666666666666,58.79,3.6666666666666665,Lori David,struggling,2,ECE
16,python_basics,0.3277666666666667,0.2075,0.6551,0.3710333333333333,72.34666666666668,3.0,John Wells,struggling,1,EEE
17,ai_ml,0.5549666666666667,0.5386666666666667,0.3258,0.6504333333333333,44.93333333333334,2.0,Lauren Shepard,average,3,EEE
17,data_structures,0.4975666666666667,0.5964999999999999,0.3531666666666666,0.6042,49.97666666666667,3.333333333333333,Cynthia Johnson,average,3,EEE
17,databases,0.5158333333333333,0.5352333333333333,0.3780666666666667,0.5815,63.68333333333334,3.333333333333333,Lisa Nolan,average,4,IT
17,linear_algebra,0.7005666666666667,0.6929333333333334,0.4093,0.5776333333333333,56.45666666666667,3.0,Erin Brown,average,3,ECE
17,networking,0.5656333333333333,0.5665333333333333,0.3678666666666667,0.6068,61.25,2.333333333333333,Chad Archer,average,3,CSE
17,os_concepts,0.5095000000000001,0.4923333333333333,0.4879,0.5350666666666667,59.63333333333333,2.333333333333333,Catherine Ramirez,average,4,EEE
17,probability,0.6817333333333333,0.6532666666666667,0.4067,0.6040666666666666,42.68666666666667,2.0,Jessica Spears,average,4,IT
17,python_basics,0.6361333333333333,0.4897333333333333,0.4799,0.5091666666666667,47.40333333333333,2.6666666666666665,Johnny Jones,average,3,EEE
18,ai_ml,0.3860333333333334,0.4391,0.7169,0.2541333333333333,65.18333333333334,2.6666666666666665,Mark Pena DVM,weak,1,CSE
18,data_structures,0.3476666666666666,0.2964666666666666,0.6327666666666666,0.3256,68.94,3.0,Julie Scott,weak,4,CSE
18,databases,0.4038,0.3036,0.6427666666666666,0.3333,56.71,3.333333333333333,Terry Gray,weak,3,EEE
18,linear_algebra,0.4189333333333334,0.4013,0.6162,0.3533,60.96,2.6666666666666665,Kevin Sellers,weak,4,IT
18,networking,0.4869666666666667,0.3191333333333333,0.6703666666666667,0.3655666666666666,63.97666666666667,2.6666666666666665,Kenneth White,weak,2,IT
18,os_concepts,0.3118666666666667,0.3507666666666666,0.6323666666666666,0.3520666666666667,51.06333333333333,2.6666666666666665,Bobby Burgess,weak,2,IT
18,probability,0.3045,0.3283333333333333,0.6627000000000001,0.3745,68.36,3.6666666666666665,William Leach,weak,4,CSE
18,python_basics,0.3863,0.3463333333333334,0.6469999999999999,0.3819666666666666,55.07333333333333,2.6666666666666665,Abigail White,weak,1,CSE
19,ai_ml,0.5246666666666667,0.4716666666666667,0.4401,0.5259666666666667,55.25,2.0,Kimberly Reid,average,1,EEE
19,data_structures,0.6124666666666667,0.5559333333333333,0.3394,0.6749666666666666,48.07333333333333,3.0,Monica Thompson,average,3,ECE
19,databases,0.6304666666666666,0.6425,0.4133333333333333,0.566,55.89666666666667,2.0,Julie Lopez,average,2,ECE
19,linear_algebra,0.6213333333333333,0.5293666666666667,0.3455333333333333,0.5905333333333334,51.42666666666667,2.0,Angela Sullivan,average,4,ECE
19,networking,0.7040333333333333,0.6104333333333334,0.5176,0.4816333333333333,51.53666666666667,2.333333333333333,Tyler Cooper,average,3,EEE
19,os_concepts,0.6412666666666667,0.5405333333333333,0.4676333333333333,0.5405,52.36333333333334,3.0,Jesse Pearson,average,4,CSE
19,probability,0.6000666666666666,0.5618,0.4221999999999999,0.5876333333333333,62.02,3.0,Laurie Little,average,3,EEE
19,python_basics,0.7226333333333333,0.5625,0.3879999999999999,0.6245666666666666,44.13,2.0,Kevin Oneal,average,4,EEE
20,ai_ml,0.6187333333333334,0.5869666666666666,0.4105333333333333,0.5615666666666667,59.56,2.333333333333333,Danielle Hernandez,average,2,EEE
20,data_structures,0.6607333333333333,0.4384333333333334,0.3710666666666666,0.5889000000000001,52.02333333333333,2.333333333333333,Evelyn Thomas,average,4,ECE
20,databases,0.8011333333333334,0.5335,0.4334666666666666,0.5301333333333332,54.56666666666666,1.6666666666666667,Thomas Harris,average,4,ECE
20,linear_algebra,0.6038,0.5732,0.4259666666666666,0.6095,53.55666666666667,2.0,Tracy Garcia,average,3,IT
20,networking,0.5760666666666667,0.5833333333333334,0.3611666666666666,0.6302333333333333,44.70333333333334,2.0,William Johnson,average,2,EEE
20,os_concepts,0.5579999999999999,0.5335,0.3828666666666667,0.6100666666666666,54.10333333333333,2.333333333333333,Charles Maxwell,average,1,ECE
20,probability,0.6208666666666667,0.5233,0.4191333333333333,0.5544333333333333,48.97,2.6666666666666665,Kimberly Farrell,average,1,EEE
20,python_basics,0.5709666666666666,0.5026,0.3871333333333333,0.5757333333333333,47.196666666666665,2.0,Jennifer George,average,3,CSE
21,ai_ml,0.4530333333333333,0.3551999999999999,0.6026333333333334,0.4068333333333333,51.21333333333334,2.6666666666666665,Edward Mcguire,weak,3,IT
21,data_structures,0.4982999999999999,0.2838666666666666,0.6449666666666666,0.3208333333333333,54.67,2.333333333333333,Julia Cooper,weak,1,EEE
21,databases,0.4233333333333333,0.3291333333333333,0.5673333333333334,0.4531,60.04,3.0,Misty Hill PhD,weak,2,IT
21,linear_algebra,0.3401666666666667,0.3327333333333333,0.6338666666666667,0.4456,42.56666666666667,2.6666666666666665,Lauren Taylor,weak,1,EEE
21,networking,0.3699,0.2702666666666666,0.7066333333333333,0.2951,50.85666666666666,3.0,Stacey Fox,weak,2,CSE
21,os_concepts,0.2604333333333333,0.4042999999999999,0.6953333333333332,0.3254333333333333,63.0,2.6666666666666665,Francisco Carter,weak,2,IT
21,probability,0.3264,0.3965333333333333,0.6102333333333333,0.3764666666666666,57.35666666666666,3.6666666666666665,Aaron Roberts,weak,2,EEE
21,python_basics,0.4683,0.403,0.6853000000000001,0.3329,49.88333333333333,3.0,Melissa Rogers,weak,3,ECE
22,ai_ml,0.8047333333333334,0.7428333333333333,0.1825999999999999,0.8283,41.23666666666667,2.0,David Anderson,strong,3,IT
22,data_structures,0.721,0.7773666666666667,0.285,0.7446666666666667,34.64,2.0,Gabriel Davis,strong,4,CSE
22,databases,0.7132,0.7818999999999999,0.2623333333333333,0.7122666666666667,53.47,2.6666666666666665,Jody Bennett,strong,4,ECE
22,linear_algebra,0.6233,0.7207666666666667,0.2393666666666666,0.7482666666666665,53.06666666666666,2.333333333333333,Richard Johnson,strong,1,IT
22,networking,0.7515333333333333,0.7181666666666667,0.1725,0.7973,43.18666666666667,2.0,Jacqueline Roberts,strong,4,EEE
22,os_concepts,0.7524666666666667,0.8065666666666665,0.256,0.7040666666666667,52.42333333333334,1.0,Ashley Evans,strong,2,EEE
22,probability,0.8324333333333334,0.7688,0.2095666666666666,0.7478333333333333,47.24333333333333,1.3333333333333333,Holly Johnston DDS,strong,4,ECE
22,python_basics,0.8558,0.7938999999999999,0.2299666666666666,0.8030666666666667,41.19,2.333333333333333,Robert Stone,strong,3,EEE
23,ai_ml,0.5637,0.6564333333333333,0.3642666666666667,0.6248666666666667,52.223333333333336,2.6666666666666665,Deborah Thompson,average,2,EEE
23,data_structures,0.6347666666666666,0.5781666666666667,0.4291,0.4997333333333333,46.52666666666667,3.333333333333333,Steven Nguyen,average,1,ECE
23,databases,0.6654666666666667,0.6334666666666666,0.3921666666666666,0.6143000000000001,46.39333333333334,3.0,Patrick Williams,average,1,ECE
23,linear_algebra,0.5951666666666667,0.5284666666666666,0.2827666666666666,0.7134666666666667,49.35666666666666,3.0,Kyle Maldonado,average,3,ECE
23,networking,0.5865333333333332,0.4949666666666667,0.5217999999999999,0.4453333333333333,49.153333333333336,3.0,Maria Fleming,average,1,IT
23,os_concepts,0.5356,0.5740666666666666,0.3979333333333333,0.5949333333333334,54.57,2.6666666666666665,Malik Austin,average,1,IT
23,probability,0.6285,0.5737666666666666,0.3847666666666667,0.6215,54.18333333333334,2.333333333333333,Daniel Fuentes,average,1,CSE
23,python_basics,0.5429666666666667,0.4706999999999999,0.4053,0.6459333333333334,56.09333333333333,3.0,Brian Harris,average,1,ECE
24,ai_ml,0.3414,0.3540666666666667,0.6960333333333333,0.2972333333333333,69.25666666666666,2.6666666666666665,Elizabeth Bond,weak,2,CSE
24,data_structures,0.4772333333333333,0.3918999999999999,0.6793999999999999,0.3255333333333333,54.973333333333336,2.333333333333333,Karen Ford,weak,4,EEE
24,databases,0.3969333333333333,0.4100333333333333,0.6700666666666667,0.2844666666666666,61.66333333333333,2.333333333333333,Amy Keller,weak,4,ECE
24,linear_algebra,0.5924666666666667,0.4093333333333333,0.6444333333333333,0.3376666666666666,44.16666666666666,2.333333333333333,Janet Gonzales,weak,1,CSE
24,networking,0.3771666666666666,0.2799,0.6468666666666666,0.3201,46.86666666666667,3.333333333333333,Michelle Malone,weak,3,ECE
24,os_concepts,0.4267,0.3903333333333333,0.7547333333333333,0.2853666666666666,54.01333333333333,3.333333333333333,Tracy Mitchell,weak,1,IT
24,probability,0.3608666666666666,0.3345,0.6876000000000001,0.3790333333333333,63.85333333333333,2.6666666666666665,Matthew Quinn,weak,3,IT
24,python_basics,0.3772666666666666,0.2836666666666667,0.5755333333333333,0.3607333333333333,58.04666666666666,3.0,Adam Dennis,weak,1,IT
25,ai_ml,0.7198333333333333,0.8164666666666666,0.3518333333333333,0.6476000000000001,54.68333333333334,1.6666666666666667,Natalie Lynch,strong,1,IT
25,data_structures,0.7619666666666666,0.7892,0.3303333333333333,0.5840333333333333,52.22666666666667,2.333333333333333,Lauren Jenkins,strong,3,IT
25,databases,0.8107000000000001,0.8389333333333333,0.1593666666666666,0.8269000000000001,41.85,2.0,Alejandra Jones,strong,3,ECE
25,linear_algebra,0.8063666666666668,0.7643,0.2534333333333333,0.7033999999999999,53.32666666666668,2.0,Cathy Blanchard MD,strong,4,IT
25,networking,0.9273,0.7342333333333334,0.2555333333333333,0.7497666666666666,52.93333333333333,1.3333333333333333,Alexandra Reese,strong,1,IT
25,os_concepts,0.7742999999999999,0.7742,0.2411666666666666,0.7622,53.10999999999999,2.333333333333333,Kathryn Oconnor,strong,1,IT
25,probability,0.7970333333333334,0.6425666666666667,0.2397333333333333,0.6974666666666667,48.446666666666665,2.0,Krista Butler,strong,4,CSE
25,python_basics,0.7736999999999999,0.6745333333333333,0.3171666666666666,0.7036333333333333,54.06333333333333,2.0,Brianna Riddle,strong,4,EEE
26,ai_ml,0.3660666666666666,0.3461666666666667,0.6933333333333334,0.3057,62.77333333333333,3.333333333333333,Rebecca Ortiz,weak,1,CSE
